18:36:10,{'request_id': '9fae1731-98f5-42c5-9ca4-8444c0b7dd66', 'data': {'docs': [{'id': '29825f09', 'mime_type': 'text/plain', 'tags': {'delay_pod2': 0.0, 'delay_pod1': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod0': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T14:36:10.034783Z', 'end_time': '2021-08-05T14:36:10.049809Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T14:36:10.036301Z', 'end_time': '2021-08-05T14:36:10.045633Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T14:36:10.046503Z', 'end_time': '2021-08-05T14:36:10.048985Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T14:36:10.049777Z'}], 'status': {}}
20:09:31,{'request_id': 'ffeb7d48-bba2-4678-ae62-89d6232af0c9', 'data': {'docs': [{'id': '74fe', 'mime_type': 'text/plain', 'tags': {'delay_pod2': 0.0, 'delay_pod1': 0.0, 'delay_pod0': 2.0, 'weight_mb': 0.009583473205566406}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:09:29.302322Z', 'end_time': '2021-08-05T16:09:31.315912Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:09:29.303657Z', 'end_time': '2021-08-05T16:09:31.311590Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:09:31.312709Z', 'end_time': '2021-08-05T16:09:31.314978Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:09:31.315883Z'}], 'status': {}}
20:09:34,{'request_id': '6770b404-a936-4998-8569-05a7eadf1ecc', 'data': {'docs': [{'id': '8e6e', 'mime_type': 'text/plain', 'tags': {'delay_pod1': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod2': 0.0, 'delay_pod0': 2.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:09:32.488017Z', 'end_time': '2021-08-05T16:09:34.505354Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:09:32.489585Z', 'end_time': '2021-08-05T16:09:34.500411Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:09:34.501594Z', 'end_time': '2021-08-05T16:09:34.504188Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:09:34.505325Z'}], 'status': {}}
20:09:38,{'request_id': '71c8b17b-6195-4758-91a3-2ced17ffd978', 'data': {'docs': [{'id': '034d', 'mime_type': 'text/plain', 'tags': {'weight_mb': 0.009583473205566406, 'delay_pod1': 0.0, 'delay_pod2': 0.0, 'delay_pod0': 2.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:09:36.682614Z', 'end_time': '2021-08-05T16:09:38.694426Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:09:36.683830Z', 'end_time': '2021-08-05T16:09:38.690043Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:09:38.691362Z', 'end_time': '2021-08-05T16:09:38.693434Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:09:38.694397Z'}], 'status': {}}
20:51:47,{'request_id': '74fdb6b9-e025-4c6e-a592-e2fe4d38d730', 'data': {'docs': [{'id': '972a', 'mime_type': 'text/plain', 'tags': {'delay_pod0': 0.0, 'delay_pod1': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod2': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:51:45.866177Z', 'end_time': '2021-08-05T16:51:45.877135Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:51:45.867515Z', 'end_time': '2021-08-05T16:51:45.873148Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:51:45.874249Z', 'end_time': '2021-08-05T16:51:45.876221Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:51:45.877101Z'}], 'status': {}}
20:51:47,{'request_id': 'b68ce533-26af-4944-8f7e-a34f4c35323f', 'data': {'docs': [{'id': '380d', 'mime_type': 'text/plain', 'tags': {'delay_pod2': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod0': 0.0, 'delay_pod1': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:51:46.701580Z', 'end_time': '2021-08-05T16:51:46.716524Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:51:46.703273Z', 'end_time': '2021-08-05T16:51:46.712394Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:51:46.713400Z', 'end_time': '2021-08-05T16:51:46.715540Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:51:46.716488Z'}], 'status': {}}
20:51:47,{'request_id': 'fe1bc488-c877-46a0-b0aa-985ea2905590', 'data': {'docs': [{'id': '3d9e', 'mime_type': 'text/plain', 'tags': {'delay_pod0': 0.0, 'delay_pod2': 0.0, 'delay_pod1': 0.0, 'weight_mb': 0.009583473205566406}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:51:47.703866Z', 'end_time': '2021-08-05T16:51:47.714464Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:51:47.704932Z', 'end_time': '2021-08-05T16:51:47.710957Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:51:47.711809Z', 'end_time': '2021-08-05T16:51:47.713539Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:51:47.714434Z'}], 'status': {}}
20:53:02,{'request_id': '8e99b288-288f-40de-85a8-f7d6ad9167c7', 'data': {'docs': [{'id': '73d4', 'mime_type': 'text/plain', 'tags': {'delay_pod0': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod1': 0.0, 'delay_pod2': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:52:55.215793Z', 'end_time': '2021-08-05T16:52:55.226682Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:52:55.216977Z', 'end_time': '2021-08-05T16:52:55.222435Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:52:55.223351Z', 'end_time': '2021-08-05T16:52:55.225512Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:52:55.226654Z'}], 'status': {}}
20:53:02,{'request_id': 'bb5eb0dc-53ad-45fb-a2c0-40135d043ad8', 'data': {'docs': [{'id': 'a5dc', 'mime_type': 'text/plain', 'tags': {'weight_mb': 0.009583473205566406, 'delay_pod2': 0.0, 'delay_pod0': 0.0, 'delay_pod1': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:52:58.048210Z', 'end_time': '2021-08-05T16:52:58.058999Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:52:58.049604Z', 'end_time': '2021-08-05T16:52:58.055103Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:52:58.056264Z', 'end_time': '2021-08-05T16:52:58.058023Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:52:58.058970Z'}], 'status': {}}
20:53:02,{'request_id': 'f1fff3ce-3c9e-4f00-bd35-7effc3d6d12f', 'data': {'docs': [{'id': '5f37', 'mime_type': 'text/plain', 'tags': {'delay_pod1': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod2': 0.0, 'delay_pod0': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:53:01.046462Z', 'end_time': '2021-08-05T16:53:01.057434Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:53:01.047769Z', 'end_time': '2021-08-05T16:53:01.053574Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:53:01.054660Z', 'end_time': '2021-08-05T16:53:01.056537Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:53:01.057406Z'}], 'status': {}}
20:53:19,{'request_id': '67b5c044-1261-4082-811d-1fca97879a13', 'data': {'docs': [{'id': 'e4a1', 'mime_type': 'text/plain', 'tags': {'delay_pod1': 3.0, 'delay_pod2': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod0': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:53:10.817784Z', 'end_time': '2021-08-05T16:53:13.835717Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:53:10.819089Z', 'end_time': '2021-08-05T16:53:10.824598Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:53:10.825755Z', 'end_time': '2021-08-05T16:53:13.834201Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:53:13.835664Z'}], 'status': {}}
20:53:19,{'request_id': '561b61d0-186d-4b7d-b6c8-36b5914e9bdb', 'data': {'docs': [{'id': '91f0', 'mime_type': 'text/plain', 'tags': {'delay_pod2': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod1': 3.0, 'delay_pod0': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:53:11.820957Z', 'end_time': '2021-08-05T16:53:16.846487Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:53:11.822206Z', 'end_time': '2021-08-05T16:53:11.827610Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:53:13.835241Z', 'end_time': '2021-08-05T16:53:16.843971Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:53:16.846449Z'}], 'status': {}}
20:53:19,{'request_id': 'daad447d-c521-417b-a67d-97c627a5650d', 'data': {'docs': [{'id': '5317', 'mime_type': 'text/plain', 'tags': {'delay_pod2': 0.0, 'delay_pod0': 0.0, 'delay_pod1': 3.0, 'weight_mb': 0.009583473205566406}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:53:12.822026Z', 'end_time': '2021-08-05T16:53:19.852580Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:53:12.823333Z', 'end_time': '2021-08-05T16:53:12.828610Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:53:16.844692Z', 'end_time': '2021-08-05T16:53:19.849916Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:53:19.852536Z'}], 'status': {}}
20:54:17,{'request_id': '4b6975a9-2dbd-4026-b48a-7bf4b9ae0502', 'data': {'docs': [{'id': '9ffe', 'mime_type': 'text/plain', 'tags': {'delay_pod2': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod1': 10.0, 'delay_pod0': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:53:47.356772Z', 'end_time': '2021-08-05T16:53:57.377084Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:53:47.359756Z', 'end_time': '2021-08-05T16:53:47.369251Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:53:47.370097Z', 'end_time': '2021-08-05T16:53:57.375988Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:53:57.377022Z'}], 'status': {}}
20:54:17,{'request_id': 'c2637816-b360-454e-96cd-6da093aaa4e0', 'data': {'docs': [{'id': '33ec', 'mime_type': 'text/plain', 'tags': {'delay_pod0': 0.0, 'delay_pod1': 10.0, 'delay_pod2': 0.0, 'weight_mb': 0.009583473205566406}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:53:48.360912Z', 'end_time': '2021-08-05T16:54:07.390763Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:53:48.362268Z', 'end_time': '2021-08-05T16:53:48.367713Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:53:57.376552Z', 'end_time': '2021-08-05T16:54:07.387914Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:54:07.390725Z'}], 'status': {}}
20:54:17,{'request_id': 'eaea6289-f98a-402f-9905-1372e41a4708', 'data': {'docs': [{'id': 'e54e', 'mime_type': 'text/plain', 'tags': {'delay_pod2': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod0': 0.0, 'delay_pod1': 10.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:53:49.355615Z', 'end_time': '2021-08-05T16:54:17.398711Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:53:49.356779Z', 'end_time': '2021-08-05T16:53:49.366573Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:54:07.390005Z', 'end_time': '2021-08-05T16:54:17.395833Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:54:17.398682Z'}], 'status': {}}
20:57:21,{'request_id': 'c9b814f3-c670-4ee4-9728-0f77df549159', 'data': {'docs': [{'id': '1159', 'mime_type': 'text/plain', 'tags': {'delay_pod2': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod0': 0.0, 'delay_pod1': 10.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:56:51.134574Z', 'end_time': '2021-08-05T16:57:01.153988Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:56:51.135785Z', 'end_time': '2021-08-05T16:56:51.141262Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:56:51.142203Z', 'end_time': '2021-08-05T16:57:01.152116Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:57:01.153940Z'}], 'status': {}}
20:57:21,{'request_id': '1ae1c38c-b72d-4730-a4a0-2f7ab975d2d1', 'data': {'docs': [{'id': 'bcb1', 'mime_type': 'text/plain', 'tags': {'delay_pod0': 0.0, 'delay_pod1': 10.0, 'weight_mb': 0.009583473205566406, 'delay_pod2': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:56:52.149559Z', 'end_time': '2021-08-05T16:57:11.158216Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:56:52.150832Z', 'end_time': '2021-08-05T16:56:52.156252Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:57:01.152763Z', 'end_time': '2021-08-05T16:57:11.155288Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:57:11.158176Z'}], 'status': {}}
20:57:21,{'request_id': '154e9ef5-d209-4ebd-9849-21a6f6ec3d40', 'data': {'docs': [{'id': 'ef9c', 'mime_type': 'text/plain', 'tags': {'delay_pod1': 10.0, 'delay_pod0': 0.0, 'delay_pod2': 0.0, 'weight_mb': 0.009583473205566406}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:56:53.149203Z', 'end_time': '2021-08-05T16:57:21.172220Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:56:53.150684Z', 'end_time': '2021-08-05T16:56:53.159290Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:57:11.157468Z', 'end_time': '2021-08-05T16:57:21.169710Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:57:21.172190Z'}], 'status': {}}
20:57:41,{'request_id': '299e6d96-cab0-4b35-aceb-c97512a3ec07', 'data': {'docs': [{'id': '312c', 'mime_type': 'text/plain', 'tags': {'delay_pod2': 0.0, 'delay_pod0': 0.0, 'weight_mb': 0.009583473205566406, 'delay_pod1': 3.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:57:32.049468Z', 'end_time': '2021-08-05T16:57:35.064047Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:57:32.050728Z', 'end_time': '2021-08-05T16:57:32.056681Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:57:32.057483Z', 'end_time': '2021-08-05T16:57:35.062440Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:57:35.064007Z'}], 'status': {}}
20:57:41,{'request_id': 'de64e478-f17d-44ff-8bb4-988faff4b385', 'data': {'docs': [{'id': '568d', 'mime_type': 'text/plain', 'tags': {'delay_pod0': 0.0, 'delay_pod2': 0.0, 'delay_pod1': 3.0, 'weight_mb': 0.009583473205566406}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:57:33.050499Z', 'end_time': '2021-08-05T16:57:38.071215Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:57:33.051708Z', 'end_time': '2021-08-05T16:57:33.057079Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:57:35.063339Z', 'end_time': '2021-08-05T16:57:38.068767Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:57:38.071176Z'}], 'status': {}}
20:57:41,{'request_id': '1df3486a-64be-4df3-a215-c3c9d48d7373', 'data': {'docs': [{'id': 'a5c7', 'mime_type': 'text/plain', 'tags': {'delay_pod2': 0.0, 'delay_pod1': 3.0, 'delay_pod0': 0.0, 'weight_mb': 0.009583473205566406}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:57:34.047152Z', 'end_time': '2021-08-05T16:57:41.074415Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:57:34.048347Z', 'end_time': '2021-08-05T16:57:34.053757Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:57:38.070624Z', 'end_time': '2021-08-05T16:57:41.072943Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:57:41.074383Z'}], 'status': {}}
20:59:21,{'request_id': 'b7f02f80-0db8-47ef-b52f-a2309128494c', 'data': {'docs': [{'id': '8be8', 'mime_type': 'text/plain', 'tags': {'delay_pod0': 0.0, 'delay_pod1': 3.0, 'weight_mb': 0.009583473205566406, 'delay_pod2': 0.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:59:12.628566Z', 'end_time': '2021-08-05T16:59:15.649293Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:59:12.629987Z', 'end_time': '2021-08-05T16:59:12.638726Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:59:12.641234Z', 'end_time': '2021-08-05T16:59:15.646936Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:59:15.649248Z'}], 'status': {}}
20:59:21,{'request_id': 'fc703646-682a-4c9d-a46f-85abea71c86d', 'data': {'docs': [{'id': 'ff45', 'mime_type': 'text/plain', 'tags': {'weight_mb': 0.009583473205566406, 'delay_pod2': 0.0, 'delay_pod0': 0.0, 'delay_pod1': 3.0}, 'text': ''}]}, 'header': {'exec_endpoint': '/index'}, 'routes': [{'pod': 'gateway', 'pod_id': 'ea27621d-f9d3-43f1-9a52-2ee5361cacf7', 'start_time': '2021-08-05T16:59:12.635669Z', 'end_time': '2021-08-05T16:59:18.669538Z'}, {'pod': 'pod0/ZEDRuntime', 'pod_id': 'd667a043-bdef-4bdf-a580-ecd22e07a9f0', 'start_time': '2021-08-05T16:59:12.639659Z', 'end_time': '2021-08-05T16:59:12.646597Z'}, {'pod': 'pod1/ZEDRuntime', 'pod_id': '4e9ec04f-e27f-4266-b843-3cedeb95c4bd', 'start_time': '2021-08-05T16:59:15.647773Z', 'end_time': '2021-08-05T16:59:18.666345Z'}, {'pod': 'gateway', 'pod_id': 'c01df0d2-d849-4358-9e9e-d6e26ff91ffe', 'start_time': '2021-08-05T16:59:18.669498Z'}], 'status': {}}
